"id","title","price","thumbnail","url","image_1","image_2"
"69413","Lắc tay trẻ em Vàng 18K PNJ 0000Y060570","8.270.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/212/sp-gl0000y060570-lac-vang-18k-pnj-1.png","https://www.pnj.com.vn/lac-tay-tre-em-vang-18k-pnj-0000y060570.html","https://cdn.pnj.io/images/detailed/212/sp-gl0000y060570-lac-vang-18k-pnj-1.png","https://cdn.pnj.io/images/detailed/212/sp-gl0000y060570-lac-vang-18k-pnj-2.png"
"69412","Lắc tay trẻ em Vàng 18K PNJ 0000Y060568","5.700.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/212/sp-gl0000y060568-lac-vang-18k-pnj-1.png","https://www.pnj.com.vn/lac-tay-tre-em-vang-18k-pnj-0000y060568.html","https://cdn.pnj.io/images/detailed/212/sp-gl0000y060568-lac-vang-18k-pnj-1.png","https://cdn.pnj.io/images/detailed/212/sp-gl0000y060568-lac-vang-18k-pnj-2.png"
