"title","price","thumbnail","url","id"
"Hạt charm hợp kim cao cấp STYLE By PNJ General chữ E PM00Y000005","325.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/132/tipm00y000005-hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-e-1.png","https://www.pnj.com.vn/hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-e-pm00y000005.html","63689"
"Hạt charm hợp kim cao cấp STYLE By PNJ General chữ D PM00Y000004","325.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/tipm00y000004-hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-d-1.png","https://www.pnj.com.vn/hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-d-pm00y000004.html","63688"
"Hạt charm hợp kim cao cấp STYLE By PNJ General chữ C PM00Y000003","325.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/tipm00y000003-hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-c-1.png","https://www.pnj.com.vn/hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-c-pm00y000003.html","63687"
"Hạt charm hợp kim cao cấp STYLE By PNJ General chữ B PM00Y000002","325.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/133/tipm00y000002-hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-b-1.png","https://www.pnj.com.vn/hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-b-pm00y000002.html","63686"
"Hạt charm hợp kim cao cấp STYLE By PNJ General chữ A PM00Y000001","325.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/hat-charm-hop-kim-cao-cap-style-by-pnj-general-chu-a-pm00y000001.html","63683"
"Bông tai trẻ em Vàng 18K đính đá CZ PNJ XMXMY004922","5.549.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-vang-18k-dinh-da-cz-pnj-xmxmy004922.html","62814"
"Vòng tay trẻ em Vàng 10K PNJ 0000Y001294","5.672.900","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-vang-10k-pnj-0000y001294.html","62534"
"Lắc tay Bạc PNJSilver 0000W060111","445.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-bac-pnjsilver-0000w060111.html","61661"
"Dây cổ trẻ em bạc đính đá PNJSilver hình cầu vồng XMXMW060046","725.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-pnjsilver-hinh-cau-vong-xmxmw060046.html","60497"
"Dây cổ trẻ em Vàng trắng 10K đính đá ECZ PNJ XMXMW060121","6.240.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/day-co-tre-em-vang-trang-10k-dinh-da-ecz-pnj-xmxmw060121.html","60388"
"Bông tai trẻ em Vàng trắng 10K đính đá ECZ PNJ XMXMW060580","4.190.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-vang-trang-10k-dinh-da-ecz-pnj-xmxmw060580.html","60387"
"Lắc tay trẻ em bạc đính đá Disney|PNJ hình chuột Mickey đen XMXMS060000","595.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/lac-tay-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-den-xmxms060000.html","60051"
"Lắc tay trẻ em bạc đính đá Disney|PNJ hình chuột Mickey phối nơ XMXMC060001","595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/slxmxmc060001-lac-tay-tre-em-bac-pnjsilver-chuot-mickey-phoi-no-1.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-phoi-no-xmxmc060001.html","60050"
"Lắc tay trẻ em bạc Disney|PNJ hình chuột Mickey 0000Y060008","595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/sl0000y060008-lac-tay-tre-em-bac-pnjsilver-chuot-mickey-1.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-chuot-mickey-0000y060008.html","60047"
"Lắc tay trẻ em bạc Disney|PNJ hình chuột Mickey chữ 0000W060088","595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/sl0000w060088-lac-tay-tre-em-bac-pnjsilver-hinh-chuot-mickey-chu-1.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-disneypnj-hinh-chuot-mickey-chu-0000w060088.html","60046"
"Lắc tay trẻ em bạc Disney|PNJ hình chuột Mickey nơ đỏ 0000W060086","595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/sl0000w060086-lac-tay-tre-em-bac-disneypnj-hinh-chuot-mickey-no-do-01.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-disneypnj-hinh-chuot-mickey-no-do-0000w060086.html","60045"
"Lắc tay trẻ em bạc Disney|PNJ hình trái tim chuột Mickey 0000W060085","595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/sl0000w060085-lac-tay-tre-em-bac-disneypnj-hinh-trai-tim-chuot-mickey-01.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-disneypnj-hinh-trai-tim-chuot-mickey-0000w060085.html","60044"
"Dây cổ trẻ em bạc đính đá Disney|PNJ hình chuột Mickey đen XMXMS060000","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/119/scxmxms060000-day-co-tre-em-bac-pnjsilver-chuot-mickey-den-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-den-xmxms060000.html","60042"
"Dây cổ trẻ em bạc đính đá Disney|PNJ hình chuột Mickey phối nơ XMXMC060005","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/scxmxmc060005-day-co-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-phoi-no-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-phoi-no-xmxmc060005.html","60041"
"Dây cổ trẻ em bạc Disney|PNJ hình chuột Mickey nơ vàng 0000Y060021","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/sc0000y060021-day-co-tre-em-bac-disneypnj-hinh-chuot-mickey-no-vang-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-hinh-chuot-mickey-no-vang-0000y060021.html","60040"
"Dây cổ trẻ em bạc Disney|PNJ hình chuột Mickey đen 0000Y060018","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/sc0000y060018-day-co-tre-em-bac-pnjsilver-chuot-mickey-den-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-hinh-chuot-mickey-den-0000y060018.html","60039"
"Dây cổ trẻ em bạc Disney|PNJ hình chuột Mickey 0000Y060017","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/sc0000y060017-day-co-tre-em-bac-disneypnj-hinh-chuot-mickey-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-hinh-chuot-mickey-0000y060017.html","60038"
"Dây cổ trẻ em bạc Disney|PNJ hình chuột Mickey chữ 0000W060023","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/sd0000w060023-day-co-tre-em-bac-pnjsilver-chuot-mickey-chu-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-hinh-chuot-mickey-chu-0000w060023.html","60037"
"Dây cổ trẻ em bạc Disney|PNJ hình chuột Mickey nơ đỏ 0000W060021","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/125/sc0000w060021-day-co-tre-em-bac-pnjsilver-chuot-mickey-no-do-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-pnjsilver-chuot-mickey-no-do-0000w060021.html","60035"
"Dây cổ trẻ em bạc Disney|PNJ hình trái tim chuột Mickey 0000W060020","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/sc0000w060020-day-co-tre-em-bac-disneypnj-hinh-trai-tim-chuot-mickey-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-hinh-trai-tim-chuot-mickey-0000w060020.html","60034"
"Bông tai trẻ em bạc đính đá Disney|PNJ hình chuột Mickey nơ đỏ XMXMW060063","645.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/144/sbxmxmw060063-bong-tai-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-no-do-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-no-do-xmxmw060063.html","60031"
"Bông tai trẻ em bạc đính đá Disney|PNJ hình trái tim chuột Mickey XMXMW060062","645.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/119/SBxmxmw060062-bong-tai-tre-em-bac-pnjsilver-trai-tim-chuot-mickey-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-disneypnj-hinh-trai-tim-chuot-mickey-xmxmw060062.html","60028"
"Bông tai trẻ em bạc đính đá Disney|PNJ hình chuột Mickey đen XMXMS060000","545.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/120/sbxmxms060000-bong-tai-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-den-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-den-xmxms060000.html","60026"
"Bông tai trẻ em bạc đính đá Disney|PNJ hình chuột Mickey phối nơ XMXMC060002","451.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/119/sbxmxmc060002-bong-tai-tre-em-bac-pnjsilver-chuot-mickey-phoi-no-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-disneypnj-hinh-chuot-mickey-phoi-no-xmxmc060002.html","60025"
"Bông tai trẻ em bạc Disney|PNJ hình Mickey 0000W060021","545.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/118/sb0000w060021-bong-tai-tre-em-bac-disneypnj-mickey-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-disneypnj-mickey-0000w060021.html","60006"
"Bông tai trẻ em bạc đính đá PNJSilver vỏ sò XMXMW060067","415.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/184/sp-sbxmxmw060067-bong-tai-bac-dinh-da-pnjsilver-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-pnjsilver-vo-so-xmxmw060067.html","59797"
"Bông tai trẻ em bạc đính đá PNJSilver XM00Y060005","395.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/116/sbxm00y060005-bong-tai-bac-dinh-da-cz-pnjsilver-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-pnjsilver-xm00y060005.html","59795"
"Bông tai trẻ em Bạc PNJSilver con ong 0000W060023","415.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/184/sp-sb0000w060023-bong-tai-tre-em-bac-pnjsilver-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-con-ong-0000w060023.html","59361"
"Vòng tay trẻ em bạc đính đá ECZ Disney|PNJ Minnie XM00H000010","1.685.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/112/svxm00h000010-vong-tay-tre-em-bac-dinh-da-ecz-disneypnj.png","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-ecz-disneypnj-xm00h000010.html","58052"
"Vòng tay trẻ em bạc Disney|PNJ Cinderella 0000W000037","1.445.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/112/sv0000w000037-vong-tay-tre-em-bac-disneypnj-1.png","https://www.pnj.com.vn/vong-tay-tre-em-bac-disneypnj-0000w000037.html","58051"
"Vòng tay trẻ em bạc Disney|PNJ Beauty & The Beast 0000C000010","1.685.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/112/sv0000c000010-vong-tay-tre-em-bac-disneypnj-1.png","https://www.pnj.com.vn/vong-tay-tre-em-bac-disneypnj-0000c000010.html","58050"
"Mặt dây chuyền trẻ em bạc đính đá Disney|PNJ Minnie XM00H000029","577.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/137/smxm00h000029-mat-day-chuyen-tre-em-bac-dinh-da-ecz-disneypnj-1.png","https://www.pnj.com.vn/mat-day-chuyen-tre-em-bac-dinh-da-ecz-disneypnj-xm00h000029.html","58047"
"Dây cổ trẻ em bạc Disney|PNJ Frozen 0000W000041","1.265.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/137/sc0000w000041-day-co-tre-em-bac-disneypnj-1.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-0000w000041.html","58042"
"Bông tai trẻ em bạc Disney|PNJ Minnie 0000H000015","689.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/137/sb0000h000015-bong-tai-tre-em-bac-disneypnj-01.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-disneypnj-0000h000015.html","58039"
"Dây cổ Bạc đính đá Disney|PNJ hình Mickey XM00W000024","1.525.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/124/scxm00w000024-day-co-bac-dinh-da-disneypnj-hinh-mickey-1.png","https://www.pnj.com.vn/day-co-bac-dinh-da-disneypnj-hinh-mickey-xm00w000024.html","52452"
"Dây cổ Bạc đính đá ECZ Disney|PNJ Mickey ZT00H000001","1.595.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/135/sczt00h000001-day-co-bac-dinh-da-ecz-swarovski-disneypnj-mickey-01.png","https://www.pnj.com.vn/day-co-bac-dinh-da-ecz-swarovski-disneypnj-mickey-zt00h000001.html","52000"
"Bông tai bạc Disney|PNJ Snow White & the Seven Dwarfs ZTXMW000019","1.225.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/171/sp-sbztxmw000019-bong-tai-bac-disney-pnj-snow-white-the-seven-dwarfs-1.png","https://www.pnj.com.vn/bong-tai-bac-disneypnj-snow-white-and-the-seven-dwarfs-ztxmw000019.html","50247"
"Bông tai trẻ em bạc đính đá Disney|PNJ Minnie ZT00H000001","815.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/122/sbzt00h000001-bong-tai-bac-dinh-da-disneypnj-mickey-minnie-1.png","https://www.pnj.com.vn/bong-tai-bac-dinh-da-disneypnj-mickey-minnie-zt00h000001.html","39466"
"Bông tai Bạc đính đá ECZ Disney|PNJ Mickey XM00W000028","1.075.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/116/sbxm00w000028-bong-tai-bac-dinh-da-ecz-disneypnj-mickey-1.png","https://www.pnj.com.vn/bong-tai-bac-dinh-da-ecz-disneypnj-mickey-xm00w000028.html","52002"
"Hạt charm bạc treo DIY PNJSilver Sweet Spring 0000W000010","315.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/90/si0000w000010-hat-charm-bac-xo-diy-pnjsilver-spring-arrival.png","https://www.pnj.com.vn/hat-charm-bac-treo-diy-pnjsilver-sweet-spring-0000w000010.html","51753"
"Bông tai bạc PNJSilver Sweet Spring 0000W000073","425.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/89/sb0000w000073-bong-tai-bac-pnjsilver-spring-arrival-01.png","https://www.pnj.com.vn/bong-tai-bac-pnjsilver-spring-arrival-0000w000073.html","51663"
"Lắc tay trẻ em Bạc PNJSilver Sweet Spring 0000W000021","875.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/214/sp-sl0000w000021-lac-tay-bac-pnjsilver-sweet-spring-1.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-sweet-spring-0000w000021.html","51641"
"Hạt charm treo PNJSilver Sweet Spring 0000W000013","315.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/89/si0000w000013-hat-charm-xo-pnjsilver-spring-arrival-001.png","https://www.pnj.com.vn/hat-charm-treo-pnjsilver-sweet-spring-0000w000013.html","51638"
"Vòng tay trẻ em Bạc đính đá Sythentic Disney|PNJ ZTZTW000002","1.595.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-sythentic-disneypnj-ztztw000002.html","51628"
"Bông tai trẻ em Bạc PNJSilver Sweet Spring 0000W000071","375.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-0000w000071.html","51579"
"Bông tai trẻ em bạc đính đá Disney|PNJ Minnie ZT00H000003","1.165.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-dinh-da-disneypnj-minnie-zt00h000003.html","51234"
"Hạt charm treo bạc STYLE by PNJ 0000Y000013","227.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/hat-charm-treo-pnjstyle-0000y000013.html","49793"
"Vòng tay trẻ em bạc đính đá Disney|PNJ Minnie ZT00W000001","1.095.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-bac-dinh-da-disneypnj-mickey-minnie-zt00w000001.html","39464"
"Vòng tay trẻ em bạc đính đá Disney|PNJ Mickey ZTXMW000002","1.095.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-disneypnj-mickey-ztxmw000002.html","39454"
"Bông tai trẻ em bạc Disney|PNJ Mickey 0000W000001","545.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-disneypnj-mickey-0000w000001.html","39453"
"Bông tai trẻ em bạc đính đá Disney|PNJ Mickey ZTZTW000005","591.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-bac-dinh-da-disneypnj-mickey-mickey-ztztw000005.html","39444"
"Bông tai Bạc đính đá Disney|PNJ Cinderella ZTXMW000004","845.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-bac-dinh-da-disneypnj-mickey-cinderella-ztxmw000004.html","39375"
"Vòng tay trẻ em bạc đính đá Disney|PNJ Snow White & the Seven Dwarfs ZTXMW000003","1.095.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-disneypnj-snow-white-and-the-seven-dwarfs-ztxmw000003.html","39372"
"Vòng tay trẻ em Bạc đính đá Disney|PNJ Frozen ZT00W000002","1.235.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-bac-dinh-da-disneypnj-frozen-zt00w000002.html","39370"
"Vòng tay trẻ em bạc đính đá Disney|PNJ Minnie ZT00H000001","941.500","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/vong-tay-tre-em-bac-dinh-da-disneypnj-minnie-zt00h000001.html","39360"
"Phụ kiện Bông tai Bạc STYLE by PNJ XM00W000007","416.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/83/xm00w000007-phu-kien-bong-tai-bac-pnjstyle-1.png","https://www.pnj.com.vn/phu-kien-bong-tai-bac-pnjstyle-xm00w000007.html","49878"
"Hạt charm xỏ bạc STYLE by PNJ DNA XM00X000001","356.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/83/sixm00x000001-hat-charm-xo-bac-pnjstyle-dna.png","https://www.pnj.com.vn/hat-charm-xo-bac-pnjstyle-dna-xm00x000001.html","49872"
"Hạt charm bạc STYLE by PNJ DNA XM00W000007","495.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/83/sixm00w000007-hat-charm-chan-bac-pnjstyle-dna.png","https://www.pnj.com.vn/hat-charm-chan-bac-pnjstyle-dna-xm00w000007.html","49870"
"Phụ kiện Bông tai Bạc STYLE by PNJ 0000X000001","219.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/87/0000x000001-phu-kien-bong-tai-bac-pnjstyle-01__1_.png","https://www.pnj.com.vn/phu-kien-bong-tai-bac-pnjstyle-0000x000001.html","49868"
"Phụ kiện bông tai bạc STYLE by PNJ DNA 0000Y000011","255.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/83/sz0000y000011-phu-kien-bong-tai-bac-pnjstyle-dna.png","https://www.pnj.com.vn/phu-kien-bong-tai-bac-pnjstyle-dna-0000y000011.html","49858"
"Hạt Charm treo trẻ em đính đá DIY PNJSilver Aura XM00W000001","285.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/214/sp-sixm00w000001-hat-charm-treo-tre-em-diy-pnjsilver-aura-1.png","https://www.pnj.com.vn/hat-charm-treo-tre-em-dinh-da-diy-pnjsilver-aura-xm00w000001.html","40427"
"Bông tai trẻ em Vàng 18K PNJ 0000Y060494","6.520.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/167/gb0000y060494-bong-tai-tre-em-vang-18k-pnj-1.png","https://www.pnj.com.vn/bong-tai-tre-em-vang-18k-pnj-0000y060494.html","69152"
"Vòng tay trẻ em Bạc Disney|PNJ Alice In Wonderland 0000W060015","1.046.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/192/sp-sv0000w060015-vong-tay-tre-em-bac-disney-pnj-alice-in-wonderland-1.png","https://www.pnj.com.vn/vong-tay-tre-em-bac-disneypnj-alice-in-wonderland-0000w060015.html","66843"
"Dây cổ trẻ em Bạc đính đá Disney|PNJ Alice In Wonderland XMXMW060089","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/146/scxmxmw060089-day-co-bac-dinh-da-pnjsilver-01.png","https://www.pnj.com.vn/day-co-bac-dinh-da-pnjsilver-xmxmw060089.html","66842"
"Lắc tay trẻ em Bạc Disney|PNJ Alice In Wonderland 0000W060140","507.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/145/sl0000w060140-lac-tay-tre-em-bac-pnjsilver-1.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-0000w060140.html","66456"
"Dây cổ Trẻ em Bạc Disney|PNJ Alice In Wonderland 0000W060047","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/145/sc0000w060047-day-co-tre-em-bac-disney-pnj-_1.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-alice-in-wonderland-0000w060047.html","66446"
"Dây cổ Trẻ em Bạc Disney|PNJ Alice In Wonderland 0000W060046","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/144/sc0000w060046-day-co-tre-em-bac-disney-pnj-_1.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-alice-in-wonderland-0000w060046.html","66438"
"Dây cổ Trẻ em Bạc Disney|PNJ Alice In Wonderland 0000W060045","556.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/144/sc0000w060045-day-co-tre-em-bac-disney-pnj-cong-chua-_1.png","https://www.pnj.com.vn/day-co-tre-em-bac-disneypnj-alice-in-wonderland-cong-chua-0000w060045.html","66436"
"Lắc tay trẻ em bạc PNJSilver 0000W060133","1.245.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/144/sl0000w060133-lac-tay-tre-em-bac-pnjsilver.png","https://www.pnj.com.vn/lac-tay-tre-em-bac-pnjsilver-0000w060133.html","66160"
"Dây cổ trẻ em bạc PNJSilver mèo thần tài 0000W060042","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/143/sc0000w060042-day-co-tre-em-bac-pnjsilver-meo-than-tai-01.png","https://www.pnj.com.vn/day-co-tre-em-bac-pnjsilver-meo-than-tai-0000w060042.html","66141"
"Bông tai trẻ em Bạc PNJSilver hình gấu và hoa 0000W060039","565.000","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP89/dfPQAJdAN6CIDaegAAAABJRU5ErkJggg==","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-hinh-gau-va-hoa-0000w060039.html","66098"
"Bông tai trẻ em Bạc PNJSilver hình bánh donut 0000W060034","545.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/159/sb0000w060034-bong-tai-tre-em-bac-pnjsilver-hinh-banh-donut-1.png","https://www.pnj.com.vn/bong-tai-tre-em-bac-pnjsilver-hinh-banh-donut-0000w060034.html","66095"
"Vòng tay trẻ em Bạc Disney|PNJ Alice In Wonderland 0000W060014","1.046.500","https://cdn.pnj.io/images/thumbnails/300/300/detailed/192/sp-sv0000w060014-vong-tay-tre-em-bac-disney-pnj-alice-in-wonderland-1.png","https://www.pnj.com.vn/vong-tay-tre-em-bac-disneypnj-alice-in-wonderland-0000w060014.html","66086"
"Dây cổ trẻ em Bạc PNJSilver hình kẹo ngọt 0000W060041","795.000","https://cdn.pnj.io/images/thumbnails/300/300/detailed/143/sc0000w060041-day-co-tre-em-bac-pnjsilver-hinh-keo-ngot-1.png","https://www.pnj.com.vn/day-co-tre-em-bac-pnjsilver-hinh-keo-ngot-0000w060041.html","65900"
